Month,Domain,Metric,Region,Provider_Code,Provider_Name,Numerator,Denominator,%_Value,Rank,Rank_Region,Region_Size,Data_Date_Used,Notes_Flags
04/01/2025,A&E,4 hours,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,14980,19923,0.752,62,10,22,04/01/2025,
04/01/2025,A&E,4 hours,North East,RFR,The Rotherham NHS Foundation Trust,6171,8977,0.687,97,17,22,04/01/2025,
04/01/2025,A&E,4 hours,North East,RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,13426.5,19917.5,0.674,102,18,22,04/01/2025,
04/01/2025,A&E,4 hours,North West,RBS,Alder Hey Children's NHS Foundation Trust,9709.89469,10586.81637,0.917,4,1,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,15599,20016,0.779,42,5,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RMC,Bolton NHS Foundation Trust,7909,11924,0.663,108,15,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RJR,Countess Of Chester Hospital NHS Foundation Trust,4481,7455,0.601,119,17,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RJN,East Cheshire NHS Trust,2245,4559,0.492,123,19,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RXR,East Lancashire Hospitals NHS Trust,19047,23684,0.804,23,3,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,10974,15549,0.706,87,10,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,REM,Liverpool University Hospitals NHS Foundation Trust,22110.09645,30630.19638,0.722,78,8,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,REP,Liverpool Women's NHS Foundation Trust,1367,1535,0.891,5,2,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,R0A,Manchester University NHS Foundation Trust,30799,43674,0.705,89,11,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,5332,9404,0.567,122,18,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RM3,Northern Care Alliance NHS Foundation Trust,23958,34746,0.69,95,12,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,24515.00886,30832.98725,0.795,30,4,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RWJ,Stockport NHS Foundation Trust,6925,10136,0.683,101,14,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,7860,11874,0.662,109,16,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,10121,13602,0.744,64,6,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RWW,Warrington And Halton Teaching  Hospitals NHS Foundation Trust,8344,12153,0.687,97,13,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,12106,16262,0.744,64,6,19,04/01/2025,
04/01/2025,A&E,4 hours,North West,RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust",8669,12138,0.714,81,9,19,04/01/2025,
04/01/2025,A&E,4 hours,South East,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,15916,19812,0.803,24,5,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RXQ,Buckinghamshire Healthcare NHS Trust,11730,14764,0.795,30,6,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RN7,Dartford And Gravesham NHS Trust,11212,15145,0.74,66,13,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RVV,East Kent Hospitals University NHS Foundation Trust,28674.55109,34574.19634,0.829,11,1,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RXC,East Sussex Healthcare NHS Trust,12327,15548,0.793,33,7,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RDU,Frimley Health NHS Foundation Trust,24159,34112,0.708,86,15,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,9339,14339,0.651,113,17,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,R1F,Isle Of Wight NHS Trust,4337,6186,0.701,90,16,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RWF,Maidstone And Tunbridge Wells NHS Trust,18410.28239,22254.70098,0.827,13,2,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RPA,Medway NHS Foundation Trust,17489.44891,21254.80366,0.823,15,3,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RTH,Oxford University Hospitals NHS Foundation Trust,17824.18,22789.956,0.782,40,9,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RHU,Portsmouth Hospitals University National Health Service Trust,19455,24632,0.79,37,8,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RHW,Royal Berkshire NHS Foundation Trust,15845.82,20526.044,0.772,48,11,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,6768,8956,0.756,59,12,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RTP,Surrey And Sussex Healthcare NHS Trust,17804.87128,21690.54493,0.821,16,4,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RHM,University Hospital Southampton NHS Foundation Trust,16923,21710,0.78,41,10,17,04/01/2025,
04/01/2025,A&E,4 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,26306.84633,36482.75409,0.721,80,14,17,04/01/2025,
04/01/2025,A&E,4 hours,South West,RBD,Dorset County Hospital NHS Foundation Trust,7502,9149,0.82,17,1,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,16897,22303,0.758,55,3,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,7679,11033,0.696,92,9,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RVJ,North Bristol NHS Trust,7999.2,11607.1,0.689,96,11,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RK9,University Hospitals Plymouth NHS Trust,9751,14545,0.67,105,12,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,REF,Royal Cornwall Hospitals NHS Trust,15213,19195,0.793,33,2,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,14203,19626,0.724,76,6,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,5946,9573,0.621,116,13,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RNZ,Salisbury NHS Foundation Trust,4891,7070,0.692,94,10,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RH5,Somerset NHS Foundation Trust,15796,22152,0.713,82,7,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RA9,Torbay And South Devon NHS Foundation Trust,7419,10208,0.727,72,5,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,R0D,University Hospitals Dorset NHS Foundation Trust,13481,19084,0.706,87,8,13,04/01/2025,
04/01/2025,A&E,4 hours,South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,17898.8,23758.9,0.753,61,4,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RC9,Bedfordshire Hospitals NHS Foundation Trust,595,16185,0.037,23,2,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,795,10365,0.077,49,6,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RWH,East and North Hertfordshire NHS Trust,1130,8665,0.13,86,12,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RDE,East Suffolk and North Essex NHS Foundation Trust,1735,13930,0.125,84,11,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,635,7395,0.086,54,8,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,3365,33275,0.101,65,9,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RD8,Milton Keynes University Hospital NHS Foundation Trust,340,8510,0.04,24,3,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,735,12265,0.06,36,4,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RGN,North West Anglia NHS Foundation Trust,1855,15020,0.124,83,10,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,705,9910,0.071,46,5,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1035,6605,0.157,102,13,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RWG,West Hertfordshire Hospitals Teaching NHS Trust,660,8215,0.08,51,7,13,04/01/2025,
04/01/2025,A&E,>12 hours,East,RGR,West Suffolk NHS Foundation Trust,245,7615,0.032,18,1,13,04/01/2025,
04/01/2025,A&E,>12 hours,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",2675,15275,0.175,110,18,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,R1H,Barts Health NHS Trust,3845,25645,0.15,99,16,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,370,11865,0.031,17,3,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RJ6,Croydon Health Services NHS Trust,1400,12635,0.111,73,8,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RVR,Epsom and St Helier University Hospitals NHS Trust,1540,11480,0.134,89,11,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RJ1,Guy's and St Thomas' NHS Foundation Trust,160,10665,0.015,9,2,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RQX,Homerton University Hospital NHS Foundation Trust,570,10750,0.053,30,5,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RYJ,Imperial College Healthcare NHS Trust,1055,15825,0.067,43,6,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RJZ,King's College Hospital NHS Foundation Trust,1880,15320,0.123,80,9,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RAX,Kingston Hospital NHS Foundation Trust,1055,6545,0.161,106,17,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RJ2,Lewisham and Greenwich NHS Trust,2115,15120,0.14,91,12,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,R1K,London North West University Healthcare NHS Trust,1805,13610,0.133,88,10,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RP6,Moorfields Eye Hospital NHS Foundation Trust,0,5990,0,1,1,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RAL,Royal Free London NHS Foundation Trust,3590,25320,0.142,93,13,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RJ7,St George's University Hospitals NHS Foundation Trust,1195,8435,0.142,93,13,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,870,5925,0.147,97,15,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RRV,University College London Hospitals NHS Foundation Trust,480,13350,0.036,22,4,18,04/01/2025,
04/01/2025,A&E,>12 hours,London,RKE,Whittington Health NHS Trust,610,6660,0.092,59,7,18,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RQ3,Birmingham Women's and Children's NHS Foundation Trust,0,4750,0,1,1,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,470,6960,0.068,44,4,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RLT,George Eliot Hospital NHS Trust,815,6955,0.117,77,13,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,1325,10065,0.132,87,14,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RNS,Northampton General Hospital NHS Trust,1705,10715,0.159,104,16,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,1970,17750,0.111,73,11,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,1155,13480,0.086,54,7,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,155,5550,0.028,16,2,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RJC,South Warwickshire NHS Foundation Trust,340,7830,0.043,26,3,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RNA,The Dudley Group NHS Foundation Trust,980,9580,0.102,66,8,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RL4,The Royal Wolverhampton NHS Trust,1110,13045,0.085,53,6,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RXW,The Shrewsbury and Telford Hospital NHS Trust,0,0,,123,21,21,04/01/2025,Zero_Denominator
04/01/2025,A&E,>12 hours,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,1710,9885,0.173,109,18,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,4995,34295,0.146,95,15,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,1420,13185,0.108,72,10,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,2340,22065,0.106,69,9,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RWE,University Hospitals of Leicester NHS Trust,2570,23150,0.111,73,11,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RJE,University Hospitals of North Midlands NHS Trust,2375,14495,0.164,107,17,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RBK,Walsall Healthcare NHS Trust,615,9045,0.068,44,4,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,2535,13775,0.184,115,20,21,04/01/2025,
04/01/2025,A&E,>12 hours,Midlands,RLQ,Wye Valley NHS Trust,1075,5995,0.179,113,19,21,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RCF,Airedale NHS Foundation Trust,420,6520,0.064,38,15,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RFF,Barnsley Hospital NHS Foundation Trust,175,8895,0.02,11,5,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RAE,Bradford Teaching Hospitals NHS Foundation Trust,665,12245,0.054,31,13,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RWY,Calderdale and Huddersfield NHS Foundation Trust,435,15855,0.027,13,7,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RXP,County Durham and Darlington NHS Foundation Trust,1265,14495,0.087,56,17,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,425,16015,0.027,13,7,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RR7,Gateshead Health NHS Foundation Trust,50,5910,0.008,7,3,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RCD,Harrogate and District NHS Foundation Trust,45,4920,0.009,8,4,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,1345,9750,0.138,90,20,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RR8,Leeds Teaching Hospitals NHS Trust,1360,19150,0.071,46,16,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RXF,Mid Yorkshire Hospitals NHS Trust,1625,16720,0.097,60,18,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,985,9165,0.107,71,19,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,110,5060,0.022,12,6,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,1630,9090,0.179,113,21,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RTF,Northumbria Healthcare NHS Foundation Trust,65,9960,0.007,6,2,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RCU,Sheffield Children's NHS Foundation Trust,0,4825,0,1,1,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,610,10330,0.059,35,14,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RTR,South Tees Hospitals NHS Foundation Trust,325,7385,0.044,27,12,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,545,13065,0.042,25,11,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,465,14490,0.032,18,10,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RFR,The Rotherham NHS Foundation Trust,245,8975,0.027,13,7,22,04/01/2025,
04/01/2025,A&E,>12 hours,North East,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,2055,10380,0.198,116,22,22,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RBS,Alder Hey Children's NHS Foundation Trust,10,5675,0.002,5,2,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,1890,6655,0.284,122,19,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RMC,Bolton NHS Foundation Trust,990,8030,0.123,80,7,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,1320,5100,0.259,121,18,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RJN,East Cheshire NHS Trust,660,4450,0.148,98,11,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RXR,East Lancashire Hospitals NHS Trust,1900,13055,0.146,95,10,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,1675,11960,0.14,91,9,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,REM,Liverpool University Hospitals NHS Foundation Trust,2720,17815,0.153,100,12,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,REP,Liverpool Women's NHS Foundation Trust,0,1415,0,1,1,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,R0A,Manchester University NHS Foundation Trust,1795,31895,0.056,32,3,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,2885,17350,0.166,108,14,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,1245,7925,0.157,102,13,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RM3,Northern Care Alliance NHS Foundation Trust,3215,26115,0.123,80,7,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RWJ,Stockport NHS Foundation Trust,955,7840,0.122,78,6,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,865,8875,0.097,60,5,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,825,9065,0.091,58,4,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,1445,7205,0.201,117,15,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,1565,7365,0.212,118,16,19,04/01/2025,
04/01/2025,A&E,>12 hours,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",1450,6450,0.225,120,17,19,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,1000,9980,0.1,64,10,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RXQ,Buckinghamshire Healthcare NHS Trust,675,10500,0.064,38,5,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RN7,Dartford and Gravesham NHS Trust,1160,11075,0.105,68,12,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RVV,East Kent Hospitals University NHS Foundation Trust,2595,12135,0.214,119,17,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RXC,East Sussex Healthcare NHS Trust,740,9795,0.076,48,7,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RDU,Frimley Health NHS Foundation Trust,2420,23360,0.104,67,11,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,710,10840,0.065,40,6,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,R1F,Isle of Wight NHS Trust,690,5390,0.128,85,15,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,1290,16650,0.077,49,8,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RPA,Medway NHS Foundation Trust,980,9235,0.106,69,13,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RTH,Oxford University Hospitals NHS Foundation Trust,440,13890,0.032,18,2,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RHU,Portsmouth Hospitals University National Health Service Trust,2025,11515,0.176,111,16,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RHW,Royal Berkshire NHS Foundation Trust,760,14760,0.051,29,4,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,250,7415,0.034,21,3,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RTP,Surrey and Sussex Healthcare NHS Trust,1225,10050,0.122,78,14,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RHM,University Hospital Southampton NHS Foundation Trust,215,13000,0.017,10,1,17,04/01/2025,
04/01/2025,A&E,>12 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,2170,21885,0.099,63,9,17,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RBD,Dorset County Hospital NHS Foundation Trust,325,4975,0.065,40,5,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,1485,13355,0.111,73,10,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,990,5550,0.178,112,13,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RVJ,North Bristol NHS Trust,855,8815,0.097,60,9,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,REF,Royal Cornwall Hospitals NHS Trust,1040,6770,0.154,101,11,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,665,13380,0.05,28,1,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,720,8655,0.083,52,7,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RNZ,Salisbury NHS Foundation Trust,435,4885,0.089,57,8,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RH5,Somerset NHS Foundation Trust,790,12475,0.063,37,4,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RA9,Torbay and South Devon NHS Foundation Trust,440,6795,0.065,40,5,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,975,17385,0.056,32,2,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,R0D,University Hospitals Dorset NHS Foundation Trust,875,15435,0.057,34,3,13,04/01/2025,
04/01/2025,A&E,>12 hours,South West,RK9,University Hospitals Plymouth NHS Trust,1440,9030,0.159,104,12,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,2051,2652,0.773,65,6,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2005,2507,0.8,36,2,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1348,1732,0.778,55,5,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,3268,4373,0.747,82,8,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,836,1119,0.747,82,8,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,3796,6108,0.621,115,13,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1270,1663,0.764,70,7,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2785,3502,0.795,41,4,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1547,1935,0.799,38,3,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1267,1755,0.722,98,10,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",850,1295,0.656,113,12,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,1531,1808,0.847,5,1,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,852,1233,0.691,106,11,13,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2122,2630,0.807,29,8,17,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,R1H,BARTS HEALTH NHS TRUST,2716,3439,0.79,47,13,17,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2097,2604,0.805,30,9,17,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1154,1426,0.809,27,7,17,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1233,1468,0.84,10,2,17,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1982,2461,0.805,30,9,17,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,1277,1569,0.814,22,4,17,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2294,2830,0.811,26,6,17,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2651,3510,0.755,78,16,17,04/01/2025,
04/01/2025,Cancer,28 Days FDS,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,1616,1909,0.847,5,1,17,04/01/2025,
