Quarter,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator,% Value,Rank,Months Covered,Covered Months,Missing Months,Is Complete
Q1 (2025/26),A&E,>12 hours,South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,2160,53795,4.00%,27,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,940,22620,4.20%,30,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,1320,30980,4.30%,31,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RH5,Somerset NHS Foundation Trust,1735,38315,4.50%,32,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,R0D,University Hospitals Dorset NHS Foundation Trust,2255,48075,4.70%,33,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,R0A,Manchester University NHS Foundation Trust,4700,98480,4.80%,34,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RBK,Walsall Healthcare NHS Trust,1375,27930,4.90%,35,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RCF,Airedale NHS Foundation Trust,1000,19955,5.00%,36,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,1615,32525,5.00%,36,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RD8,Milton Keynes University Hospital NHS Foundation Trust,1410,26495,5.30%,38,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,2055,38455,5.30%,38,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,1185,21755,5.40%,40,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RAE,Bradford Teaching Hospitals NHS Foundation Trust,1975,34305,5.80%,41,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RBD,Dorset County Hospital NHS Foundation Trust,960,15235,6.30%,42,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,2695,41910,6.40%,43,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RXQ,Buckinghamshire Healthcare NHS Trust,2145,32745,6.60%,44,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,1915,28095,6.80%,45,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RYJ,Imperial College Healthcare NHS Trust,3365,48640,6.90%,46,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RR8,Leeds Teaching Hospitals NHS Trust,4175,58975,7.10%,47,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,1630,22705,7.20%,48,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RWG,West Hertfordshire Hospitals Teaching NHS Trust,1825,24530,7.40%,49,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,2455,32530,7.50%,50,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RXC,East Sussex Healthcare NHS Trust,2325,31020,7.50%,50,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RKE,Whittington Health NHS Trust,1550,20610,7.50%,50,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,3885,51150,7.60%,53,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,2355,30555,7.70%,54,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,2085,26560,7.90%,55,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RA9,Torbay and South Devon NHS Foundation Trust,1680,21115,8.00%,56,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RXP,County Durham and Darlington NHS Foundation Trust,3580,43715,8.20%,57,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RNZ,Salisbury NHS Foundation Trust,1235,15085,8.20%,57,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,8490,102635,8.30%,59,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RL4,The Royal Wolverhampton NHS Trust,3365,40360,8.30%,59,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RXF,Mid Yorkshire Hospitals NHS Trust,4260,50995,8.40%,61,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RNA,The Dudley Group NHS Foundation Trust,2620,30045,8.70%,62,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,6015,67700,8.90%,63,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RDU,Frimley Health NHS Foundation Trust,6500,72100,9.00%,64,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RVJ,North Bristol NHS Trust,2495,27410,9.10%,65,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RMC,Bolton NHS Foundation Trust,2255,24415,9.20%,66,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,3995,41230,9.70%,67,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RN7,Dartford and Gravesham NHS Trust,3295,33430,9.90%,68,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RWH,East and North Hertfordshire NHS Trust,2580,25920,10.00%,69,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,2775,27730,10.00%,69,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,5615,55505,10.10%,71,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RWJ,Stockport NHS Foundation Trust,2525,24625,10.30%,72,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RWE,University Hospitals of Leicester NHS Trust,7290,71090,10.30%,72,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RPA,Medway NHS Foundation Trust,3065,29390,10.40%,74,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,7295,67805,10.80%,75,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RJ6,Croydon Health Services NHS Trust,4240,38705,11.00%,76,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,3475,30555,11.40%,77,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RGN,North West Anglia NHS Foundation Trust,5410,46230,11.70%,78,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RM3,Northern Care Alliance NHS Foundation Trust,9515,80430,11.80%,79,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,2895,24250,11.90%,80,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RDE,East Suffolk and North Essex NHS Foundation Trust,5175,43005,12.00%,81,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RLT,George Eliot Hospital NHS Trust,2530,21060,12.00%,81,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,2150,17800,12.10%,83,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,R1F,Isle of Wight NHS Trust,1980,16285,12.20%,84,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RTP,Surrey and Sussex Healthcare NHS Trust,3775,30890,12.20%,84,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RJN,East Cheshire NHS Trust,1130,9005,12.50%,86,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,5030,40350,12.50%,86,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,3905,30365,12.90%,88,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,R1K,London North West University Healthcare NHS Trust,5355,41605,12.90%,88,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RJZ,King's College Hospital NHS Foundation Trust,6045,45885,13.20%,90,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RAL,Royal Free London NHS Foundation Trust,10330,78290,13.20%,90,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RJ2,Lewisham and Greenwich NHS Trust,6060,45485,13.30%,92,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,3670,27345,13.40%,93,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RJ7,St George's University Hospitals NHS Foundation Trust,3535,26275,13.50%,94,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2705,19915,13.60%,95,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RAX,Kingston Hospital NHS Foundation Trust,2785,20050,13.90%,96,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,5090,36365,14.00%,97,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,R1H,Barts Health NHS Trust,11090,77990,14.20%,98,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,REF,Royal Cornwall Hospitals NHS Trust,3040,21050,14.40%,99,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RXR,East Lancashire Hospitals NHS Trust,5705,39235,14.50%,100,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,15305,105130,14.60%,101,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,4715,32025,14.70%,102,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,REM,Liverpool University Hospitals NHS Foundation Trust,8115,54145,15.00%,103,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RHU,Portsmouth Hospitals University National Health Service Trust,5505,36800,15.00%,103,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RNS,Northampton General Hospital NHS Trust,5140,33960,15.10%,105,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RJE,University Hospitals of North Midlands NHS Trust,6770,44405,15.20%,106,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,2565,16765,15.30%,107,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RLQ,Wye Valley NHS Trust,2865,18310,15.60%,108,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",7400,46160,16.00%,109,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RK9,University Hospitals Plymouth NHS Trust,4500,27830,16.20%,110,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,6800,41860,16.20%,110,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,8775,52940,16.60%,112,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,4660,27415,17.00%,113,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,4315,24285,17.80%,114,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RVR,Epsom and St Helier University Hospitals NHS Trust,5660,31350,18.10%,115,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,5615,31040,18.10%,115,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",4135,21205,19.50%,117,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RVV,East Kent Hospitals University NHS Foundation Trust,7625,36805,20.70%,118,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RXW,The Shrewsbury and Telford Hospital NHS Trust,2425,11135,21.80%,119,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,4745,21790,21.80%,119,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,5005,22980,21.80%,119,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,3870,15665,24.70%,122,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,5145,20330,25.30%,123,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RMC,BOLTON NHS FOUNDATION TRUST,4662,5265,88.50%,1,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,4479,5199,86.20%,2,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,5171,6024,85.80%,3,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,2188,2552,85.70%,4,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,3003,3532,85.00%,5,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,4781,5644,84.70%,6,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,6702,8063,83.10%,7,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2784,3355,83.00%,8,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,R1F,ISLE OF WIGHT NHS TRUST,1439,1738,82.80%,9,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,4415,5348,82.60%,10,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,7311,8883,82.30%,11,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,9361,11378,82.30%,11,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,6767,8230,82.20%,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,4556,5547,82.10%,14,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,3858,4709,81.90%,15,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,3373,4127,81.70%,16,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RCF,AIREDALE NHS FOUNDATION TRUST,1838,2253,81.60%,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6649,8173,81.40%,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,5766,7099,81.20%,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,6304,7794,80.90%,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,5836,7224,80.80%,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RKE,WHITTINGTON HEALTH NHS TRUST,2308,2864,80.60%,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,6315,7868,80.30%,23,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,4042,5046,80.10%,24,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,R1H,BARTS HEALTH NHS TRUST,8721,10895,80.00%,25,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,6170,7710,80.00%,25,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,6759,8445,80.00%,25,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,4901,6124,80.00%,25,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,8148,10203,79.90%,29,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,4615,5779,79.90%,29,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2659,3331,79.80%,31,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,4768,5987,79.60%,32,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7450,9355,79.60%,32,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5377,6766,79.50%,34,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,3529,4437,79.50%,34,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,2526,3183,79.40%,36,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",6538,8263,79.10%,37,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4856,6142,79.10%,37,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2782,3522,79.00%,39,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,4047,5125,79.00%,39,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,5434,6891,78.90%,41,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,3811,4836,78.80%,42,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,4712,5991,78.70%,43,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,3441,4379,78.60%,44,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,4295,5468,78.50%,45,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,4963,6331,78.40%,46,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RLQ,WYE VALLEY NHS TRUST,2460,3136,78.40%,46,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,3828,4893,78.20%,48,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,5192,6652,78.10%,49,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",4048,5181,78.10%,49,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,4694,6025,77.90%,51,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,7568,9729,77.80%,52,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,6609,8514,77.60%,53,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3746,4835,77.50%,54,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,5601,7226,77.50%,54,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,10063,12983,77.50%,54,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5937,7674,77.40%,57,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,6297,8153,77.20%,58,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,5954,7735,77.00%,59,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RVJ,NORTH BRISTOL NHS TRUST,6797,8853,76.80%,60,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4632,6042,76.70%,61,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RJN,EAST CHESHIRE NHS TRUST,1755,2289,76.70%,61,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,12678,16545,76.60%,63,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7589,9903,76.60%,63,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,4547,5944,76.50%,65,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,13220,17305,76.40%,66,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,2471,3237,76.30%,67,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,3543,4649,76.20%,68,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,7472,9831,76.00%,69,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,9759,12851,75.90%,70,3,"Apr, May, Jun",,Yes
